concept,arm,condition,seed,split,n_rows,auroc_pipeline,auroc_rank
hh,gptoss120b,v2_base,45,eval_balanced_refusal,400,0.20897500000000002,0.2090625
hh,gptoss120b,v2_base,46,eval_balanced_refusal,400,0.24246250000000003,0.24246250000000003
hh,gptoss120b,v2_base,47,eval_balanced_refusal,400,0.1409875,0.14089999999999997
hh,gptoss120b,v2_base,48,eval_balanced_refusal,400,0.15378750000000002,0.15361250000000004
hh,gptoss120b,v2_base,49,eval_balanced_refusal,400,0.28097500000000003,0.28095000000000003
hh,gptoss120b,v2_base,50,eval_balanced_refusal,400,0.2401125,0.24007499999999998
hh,gptoss120b,v2_base,51,eval_balanced_refusal,400,0.10538750000000001,0.1055875
hh,gptoss120b,v2_base,42,eval_daily_dilemmas,196,0.03561016243231986,0.03482923781757601
hh,gptoss120b,v2_base,43,eval_daily_dilemmas,196,0.04899000416493128,0.04899000416493128
hh,gptoss120b,v2_base,44,eval_daily_dilemmas,196,0.07408371511870056,0.07408371511870054
hh,gptoss120b,v2_base,45,eval_daily_dilemmas,196,0.06044356518117451,0.060391503540191585
hh,gptoss120b,v2_base,46,eval_daily_dilemmas,196,0.05653894210745522,0.05653894210745522
hh,gptoss120b,v2_base,47,eval_daily_dilemmas,196,0.03842149104539775,0.03842149104539774
hh,gptoss120b,v2_base,48,eval_daily_dilemmas,196,0.0556018325697626,0.05560183256976261
hh,gptoss120b,v2_base,49,eval_daily_dilemmas,196,0.05482090795501875,0.05461266139108706
hh,gptoss120b,v2_base,50,eval_daily_dilemmas,196,0.05169720949604331,0.05169720949604331
hh,gptoss120b,v2_base,51,eval_daily_dilemmas,196,0.028633902540608085,0.028633902540608085
hh,gptoss120b,v3_base,42,eval_ai_dilemmas,136,0.25183823529411764,0.25183823529411764
hh,gptoss120b,v3_base,43,eval_ai_dilemmas,136,0.2426470588235294,0.2426470588235294
hh,gptoss120b,v3_base,44,eval_ai_dilemmas,136,0.27205882352941174,0.27205882352941174
hh,gptoss120b,v3_base,45,eval_ai_dilemmas,136,0.18166089965397925,0.18166089965397925
hh,gptoss120b,v3_base,46,eval_ai_dilemmas,136,0.3032006920415225,0.3032006920415225
hh,gptoss120b,v3_base,47,eval_ai_dilemmas,136,0.27443771626297575,0.27443771626297575
hh,gptoss120b,v3_base,48,eval_ai_dilemmas,136,0.1359212802768166,0.1359212802768166
hh,gptoss120b,v3_base,49,eval_ai_dilemmas,136,0.28719723183391,0.2873053633217993
hh,gptoss120b,v3_base,50,eval_ai_dilemmas,136,0.1663062283737024,0.1663062283737024
hh,gptoss120b,v3_base,51,eval_ai_dilemmas,136,0.31844723183391,0.31844723183391
hh,gptoss120b,v3_base,42,eval_ant_hh,134,0.28569837380262864,0.28514145689463133
hh,gptoss120b,v3_base,43,eval_ant_hh,134,0.3058587658721319,0.3055246157273335
hh,gptoss120b,v3_base,44,eval_ant_hh,134,0.2899309423034083,0.2905992425930051
hh,gptoss120b,v3_base,45,eval_ant_hh,134,0.25896636221875696,0.2610826464691468
hh,gptoss120b,v3_base,46,eval_ant_hh,134,0.29260414346179553,0.2920472265537982
hh,gptoss120b,v3_base,47,eval_ant_hh,134,0.2911561595010025,0.29226999331699705
hh,gptoss120b,v3_base,48,eval_ant_hh,134,0.23468478503007353,0.23746936957006018
hh,gptoss120b,v3_base,49,eval_ant_hh,134,0.3146580530184896,0.31454666963689015
hh,gptoss120b,v3_base,50,eval_ant_hh,134,0.3328135442192025,0.3334818445087993
hh,gptoss120b,v3_base,51,eval_ant_hh,134,0.2665404321675206,0.26676319893071954
hh,gptoss120b,v3_base,42,eval_balanced_refusal,400,0.182375,0.1824
hh,gptoss120b,v3_base,43,eval_balanced_refusal,400,0.3129375,0.31296250000000003
hh,gptoss120b,v3_base,44,eval_balanced_refusal,400,0.33143750000000005,0.3316375
hh,gptoss120b,v3_base,45,eval_balanced_refusal,400,0.27325,0.27315
hh,gptoss120b,v3_base,46,eval_balanced_refusal,400,0.248125,0.24808750000000002
hh,gptoss120b,v3_base,47,eval_balanced_refusal,400,0.20668750000000002,0.206725
hh,gptoss120b,v3_base,48,eval_balanced_refusal,400,0.2542375,0.2541625
hh,gptoss120b,v3_base,49,eval_balanced_refusal,400,0.25172500000000003,0.2517125
hh,gptoss120b,v3_base,50,eval_balanced_refusal,400,0.3286,0.3286
hh,gptoss120b,v3_base,51,eval_balanced_refusal,400,0.186225,0.18622499999999997
hh,gptoss120b,v3_base,42,eval_daily_dilemmas,196,0.04164931278633903,0.04164931278633903
hh,gptoss120b,v3_base,43,eval_daily_dilemmas,196,0.08210120783007081,0.08210120783007081
hh,gptoss120b,v3_base,44,eval_daily_dilemmas,196,0.08631820074968763,0.08637026239067054
hh,gptoss120b,v3_base,45,eval_daily_dilemmas,196,0.04695960016659726,0.04695960016659726
hh,gptoss120b,v3_base,46,eval_daily_dilemmas,196,0.08569346105789254,0.08569346105789254
hh,gptoss120b,v3_base,47,eval_daily_dilemmas,196,0.09975010412328197,0.09298209079550188
hh,gptoss120b,v3_base,48,eval_daily_dilemmas,196,0.047063723448563105,0.04669929196168264
hh,gptoss120b,v3_base,49,eval_daily_dilemmas,196,0.11968971261974176,0.11963765097875885
hh,gptoss120b,v3_base,50,eval_daily_dilemmas,196,0.0650249895876718,0.0650249895876718
hh,gptoss120b,v3_base,51,eval_daily_dilemmas,196,0.07012703040399834,0.07012703040399834
hh,gptoss120b,v2_alone,42,eval_ai_dilemmas,136,0.1814446366782007,0.1814446366782007
hh,gptoss120b,v2_alone,43,eval_ai_dilemmas,136,0.1867430795847751,0.1867430795847751
hh,gptoss120b,v2_alone,44,eval_ai_dilemmas,136,0.18782439446366783,0.18782439446366783
hh,gptoss120b,v2_alone,45,eval_ai_dilemmas,136,0.36472750865051906,0.36483564013840836
hh,gptoss120b,v2_alone,46,eval_ai_dilemmas,136,0.21615484429065746,0.21615484429065746
hh,gptoss120b,v2_alone,47,eval_ai_dilemmas,136,0.30839100346020765,0.30839100346020765
hh,gptoss120b,v2_alone,48,eval_ai_dilemmas,136,0.20480103806228372,0.20480103806228372
hh,gptoss120b,v2_alone,49,eval_ai_dilemmas,136,0.24329584775086505,0.24329584775086505
hh,gptoss120b,v2_alone,50,eval_ai_dilemmas,136,0.19971885813148788,0.19971885813148788
hh,gptoss120b,v2_alone,51,eval_ai_dilemmas,136,0.10975346020761245,0.10986159169550173
hh,gptoss120b,v2_alone,42,eval_ant_hh,134,0.2832479394074404,0.2833593227890399
hh,gptoss120b,v2_alone,43,eval_ant_hh,134,0.30541323234573403,0.3056359991089329
hh,gptoss120b,v2_alone,44,eval_ant_hh,134,0.3263533080864335,0.3265760748496324
hh,gptoss120b,v2_alone,45,eval_ant_hh,134,0.35308531967030515,0.35308531967030515
hh,gptoss120b,v2_alone,46,eval_ant_hh,134,0.29505457785698375,0.2948318110937848
hh,gptoss120b,v2_alone,47,eval_ant_hh,134,0.300623746936957,0.300623746936957
hh,gptoss120b,v2_alone,48,eval_ant_hh,134,0.32490532412564044,0.3251280908888394
hh,gptoss120b,v2_alone,49,eval_ant_hh,134,0.2980619291601693,0.2982846959233682
hh,gptoss120b,v2_alone,50,eval_ant_hh,134,0.31109378480730676,0.3126531521496993
hh,gptoss120b,v2_alone,51,eval_ant_hh,134,0.2806861216306527,0.2811316551570506
hh,gptoss120b,v2_alone,42,eval_balanced_refusal,400,0.26766249999999997,0.267425
hh,gptoss120b,v2_alone,43,eval_balanced_refusal,400,0.27225,0.27225
hh,gptoss120b,v2_alone,44,eval_balanced_refusal,400,0.1805375,0.1806625
hh,gptoss120b,v2_alone,45,eval_balanced_refusal,400,0.23879999999999998,0.23879999999999998
hh,gptoss120b,v2_alone,46,eval_balanced_refusal,400,0.17422500000000002,0.17422500000000002
hh,gptoss120b,v2_alone,47,eval_balanced_refusal,400,0.276725,0.2767375
hh,gptoss120b,v2_alone,48,eval_balanced_refusal,400,0.310975,0.31096250000000003
hh,gptoss120b,v2_alone,49,eval_balanced_refusal,400,0.2422125,0.24218749999999997
hh,gptoss120b,v2_alone,50,eval_balanced_refusal,400,0.21487499999999998,0.2147125
hh,gptoss120b,v2_alone,51,eval_balanced_refusal,400,0.2366125,0.2365875
hh,gptoss120b,v2_alone,42,eval_daily_dilemmas,196,0.03201790920449813,0.028738025822573936
hh,gptoss120b,v2_alone,43,eval_daily_dilemmas,196,0.03753644314868805,0.03753644314868805
hh,gptoss120b,v2_alone,44,eval_daily_dilemmas,196,0.03113286130778842,0.028998334027488547
hh,gptoss120b,v2_alone,45,eval_daily_dilemmas,196,0.1361411911703457,0.1361411911703457
hh,gptoss120b,v2_alone,46,eval_daily_dilemmas,196,0.028321532694710536,0.028269471053727617
hh,gptoss120b,v2_alone,47,eval_daily_dilemmas,196,0.10828821324448148,0.10828821324448147
hh,gptoss120b,v2_alone,48,eval_daily_dilemmas,196,0.05336318200749687,0.053311120366513955
hh,gptoss120b,v2_alone,49,eval_daily_dilemmas,196,0.02806122448979592,0.026082882132444814
hh,gptoss120b,v2_alone,50,eval_daily_dilemmas,196,0.03800499791753436,0.03836942940441483
hh,gptoss120b,v2_alone,51,eval_daily_dilemmas,196,0.0547167846730529,0.05216576426488964
hh,gptoss120b,v3only_alone,42,eval_ai_dilemmas,136,0.49383650519031147,0.49383650519031147
hh,gptoss120b,v3only_alone,43,eval_ai_dilemmas,136,0.4417171280276817,0.4417171280276817
hh,gptoss120b,v3only_alone,44,eval_ai_dilemmas,136,0.31833910034602075,0.31833910034602075
hh,gptoss120b,v3only_alone,45,eval_ai_dilemmas,136,0.5044333910034602,0.5044333910034602
hh,gptoss120b,v3only_alone,46,eval_ai_dilemmas,136,0.4526384083044983,0.4526384083044983
hh,gptoss120b,v3only_alone,47,eval_ai_dilemmas,136,0.4421496539792388,0.4421496539792388
hh,gptoss120b,v3only_alone,48,eval_ai_dilemmas,136,0.31423010380622834,0.31423010380622834
hh,gptoss120b,v3only_alone,49,eval_ai_dilemmas,136,0.3579152249134948,0.3579152249134948
hh,gptoss120b,v3only_alone,50,eval_ai_dilemmas,136,0.4206314878892734,0.4206314878892734
hh,gptoss120b,v3only_alone,51,eval_ai_dilemmas,136,0.3588884083044983,0.3588884083044983
hh,gptoss120b,v3only_alone,42,eval_ant_hh,134,0.5546892403653375,0.5546892403653375
hh,gptoss120b,v3only_alone,43,eval_ant_hh,134,0.4501002450434395,0.4501002450434395
hh,gptoss120b,v3only_alone,44,eval_ant_hh,134,0.3702383604366229,0.3702383604366229
hh,gptoss120b,v3only_alone,45,eval_ant_hh,134,0.5265092448206727,0.5265092448206727
hh,gptoss120b,v3only_alone,46,eval_ant_hh,134,0.44798396079304964,0.44798396079304964
hh,gptoss120b,v3only_alone,47,eval_ant_hh,134,0.4076631766540433,0.4076631766540433
hh,gptoss120b,v3only_alone,48,eval_ant_hh,134,0.37224326130541324,0.3722432613054132
hh,gptoss120b,v3only_alone,49,eval_ant_hh,134,0.4244820672755625,0.4244820672755625
hh,gptoss120b,v3only_alone,50,eval_ant_hh,134,0.49387391401202935,0.49387391401202935
hh,gptoss120b,v3only_alone,51,eval_ant_hh,134,0.40666072621964805,0.40666072621964805
hh,gptoss120b,v3only_alone,42,eval_balanced_refusal,400,0.5430625,0.5430625
hh,gptoss120b,v3only_alone,43,eval_balanced_refusal,400,0.28646250000000006,0.2864625
hh,gptoss120b,v3only_alone,44,eval_balanced_refusal,400,0.0842125,0.084325
hh,gptoss120b,v3only_alone,45,eval_balanced_refusal,400,0.5682875000000001,0.5682875000000001
hh,gptoss120b,v3only_alone,46,eval_balanced_refusal,400,0.2507375,0.2507375
hh,gptoss120b,v3only_alone,47,eval_balanced_refusal,400,0.2714875,0.2714875
hh,gptoss120b,v3only_alone,48,eval_balanced_refusal,400,0.08407500000000001,0.0841125
hh,gptoss120b,v3only_alone,49,eval_balanced_refusal,400,0.15151250000000002,0.1515125
hh,gptoss120b,v3only_alone,50,eval_balanced_refusal,400,0.19015000000000004,0.19015000000000004
hh,gptoss120b,v3only_alone,51,eval_balanced_refusal,400,0.09315000000000001,0.0931875
hh,gptoss120b,v3only_alone,42,eval_daily_dilemmas,196,0.3760412328196585,0.3760412328196585
hh,gptoss120b,v3only_alone,43,eval_daily_dilemmas,196,0.2421907538525614,0.2421907538525614
hh,gptoss120b,v3only_alone,44,eval_daily_dilemmas,196,0.22245939192003333,0.22245939192003333
hh,gptoss120b,v3only_alone,45,eval_daily_dilemmas,196,0.42924822990420664,0.42924822990420664
hh,gptoss120b,v3only_alone,46,eval_daily_dilemmas,196,0.33423573511037064,0.33423573511037064
hh,gptoss120b,v3only_alone,47,eval_daily_dilemmas,196,0.3608392336526447,0.3608392336526447
hh,gptoss120b,v3only_alone,48,eval_daily_dilemmas,196,0.19226364014993752,0.19226364014993752
hh,gptoss120b,v3only_alone,49,eval_daily_dilemmas,196,0.22532278217409413,0.22532278217409413
hh,gptoss120b,v3only_alone,50,eval_daily_dilemmas,196,0.48266347355268635,0.48266347355268635
hh,gptoss120b,v3only_alone,51,eval_daily_dilemmas,196,0.31788837984173257,0.31788837984173257
hh,nemotron,v2_base,42,eval_ai_dilemmas,136,0.2362673010380623,0.2362673010380623
hh,nemotron,v2_base,43,eval_ai_dilemmas,136,0.21518166089965396,0.21518166089965393
hh,nemotron,v2_base,44,eval_ai_dilemmas,136,0.1505190311418685,0.1505190311418685
hh,nemotron,v2_base,45,eval_ai_dilemmas,136,0.1843641868512111,0.1843641868512111
hh,nemotron,v2_base,46,eval_ai_dilemmas,136,0.2703287197231834,0.2703287197231834
hh,nemotron,v2_base,47,eval_ai_dilemmas,136,0.2782223183391003,0.2782223183391003
hh,nemotron,v2_base,48,eval_ai_dilemmas,136,0.4021410034602076,0.4021410034602076
hh,nemotron,v2_base,49,eval_ai_dilemmas,136,0.15560121107266434,0.15473615916955016
hh,nemotron,v2_base,50,eval_ai_dilemmas,136,0.29876730103806226,0.29876730103806226
hh,nemotron,v2_base,51,eval_ai_dilemmas,136,0.1383001730103806,0.13819204152249137
hh,nemotron,v2_base,42,eval_ant_hh,134,0.392292269993317,0.39229226999331696
hh,nemotron,v2_base,43,eval_ant_hh,134,0.35408777010470033,0.35408777010470033
hh,nemotron,v2_base,44,eval_ant_hh,134,0.3234573401648474,0.32334595678324796
hh,nemotron,v2_base,45,eval_ant_hh,134,0.3723546446870127,0.3723546446870127
hh,nemotron,v2_base,46,eval_ant_hh,134,0.35263978614390734,0.35263978614390734
hh,nemotron,v2_base,47,eval_ant_hh,134,0.37580752951659613,0.37580752951659613
hh,nemotron,v2_base,48,eval_ant_hh,134,0.3800400980173758,0.3800400980173758
hh,nemotron,v2_base,49,eval_ant_hh,134,0.3148808197816886,0.3147694364000891
hh,nemotron,v2_base,50,eval_ant_hh,134,0.3709066607262197,0.3709066607262197
hh,nemotron,v2_base,51,eval_ant_hh,134,0.366451325462241,0.366451325462241
hh,nemotron,v2_base,42,eval_balanced_refusal,400,0.147,0.146625
hh,nemotron,v2_base,43,eval_balanced_refusal,400,0.1498875,0.149975
hh,nemotron,v2_base,44,eval_balanced_refusal,400,0.11585,0.1144
hh,nemotron,v2_base,45,eval_balanced_refusal,400,0.19297499999999998,0.1930125
hh,nemotron,v2_base,46,eval_balanced_refusal,400,0.3909625,0.3909625
hh,nemotron,v2_base,47,eval_balanced_refusal,400,0.3265125,0.32649999999999996
hh,nemotron,v2_base,48,eval_balanced_refusal,400,0.4472,0.4472
hh,nemotron,v2_base,49,eval_balanced_refusal,400,0.16991250000000002,0.16980000000000003
hh,nemotron,v2_base,50,eval_balanced_refusal,400,0.2736375,0.27359999999999995
hh,nemotron,v2_base,51,eval_balanced_refusal,400,0.1788,0.17873750000000002
hh,nemotron,v2_base,42,eval_daily_dilemmas,196,0.05643481882548938,0.05643481882548938
hh,nemotron,v2_base,43,eval_daily_dilemmas,196,0.03061224489795919,0.030716368179925038
hh,nemotron,v2_base,44,eval_daily_dilemmas,196,0.020356101624323206,0.022282382340691388
hh,nemotron,v2_base,45,eval_daily_dilemmas,196,0.0345689296126614,0.03456892961266139
hh,nemotron,v2_base,46,eval_daily_dilemmas,196,0.13114327363598502,0.13114327363598502
hh,nemotron,v2_base,47,eval_daily_dilemmas,196,0.13010204081632654,0.13010204081632654
hh,nemotron,v2_base,48,eval_daily_dilemmas,196,0.15706997084548105,0.15706997084548105
hh,nemotron,v2_base,49,eval_daily_dilemmas,196,0.02212619741774262,0.024625156184922958
hh,nemotron,v2_base,50,eval_daily_dilemmas,196,0.12515618492294878,0.1252082465639317
hh,nemotron,v2_base,51,eval_daily_dilemmas,196,0.023479800083298637,0.02321949187838402
hh,nemotron,v3_base,42,eval_ai_dilemmas,136,0.35413062283737023,0.35413062283737023
hh,nemotron,v3_base,43,eval_ai_dilemmas,136,0.23486159169550175,0.23486159169550175
hh,nemotron,v3_base,44,eval_ai_dilemmas,136,0.2954152249134947,0.29552335640138405
hh,nemotron,v3_base,45,eval_ai_dilemmas,136,0.33996539792387537,0.33996539792387537
hh,nemotron,v3_base,46,eval_ai_dilemmas,136,0.1456531141868512,0.1456531141868512
hh,nemotron,v3_base,47,eval_ai_dilemmas,136,0.10575259515570934,0.10575259515570931
hh,nemotron,v3_base,48,eval_ai_dilemmas,136,0.2308607266435986,0.23118512110726644
hh,nemotron,v3_base,49,eval_ai_dilemmas,136,0.38743512110726647,0.38743512110726647
hh,nemotron,v3_base,50,eval_ai_dilemmas,136,0.3486159169550173,0.34850778546712796
hh,nemotron,v3_base,51,eval_ai_dilemmas,136,0.15927768166089964,0.15906141868512108
hh,nemotron,v3_base,42,eval_ant_hh,134,0.4196925818667855,0.4194698151035865
hh,nemotron,v3_base,43,eval_ant_hh,134,0.3738026286478058,0.3736912452662063
hh,nemotron,v3_base,44,eval_ant_hh,134,0.42871463577634217,0.42871463577634217
hh,nemotron,v3_base,45,eval_ant_hh,134,0.4400757406994877,0.4400757406994877
hh,nemotron,v3_base,46,eval_ant_hh,134,0.4513254622410337,0.45132546224103365
hh,nemotron,v3_base,47,eval_ant_hh,134,0.35174871909111166,0.3516373357095121
hh,nemotron,v3_base,48,eval_ant_hh,134,0.36411227444865224,0.36422365783025173
hh,nemotron,v3_base,49,eval_ant_hh,134,0.4729338382713299,0.4729338382713299
hh,nemotron,v3_base,50,eval_ant_hh,134,0.3873914012029406,0.38716863443974164
hh,nemotron,v3_base,51,eval_ant_hh,134,0.40443305858765866,0.4038761416796613
hh,nemotron,v3_base,42,eval_balanced_refusal,400,0.10890000000000001,0.1088625
hh,nemotron,v3_base,43,eval_balanced_refusal,400,0.11466250000000001,0.11466250000000001
hh,nemotron,v3_base,44,eval_balanced_refusal,400,0.0945375,0.0937
hh,nemotron,v3_base,45,eval_balanced_refusal,400,0.2499,0.24982500000000002
hh,nemotron,v3_base,46,eval_balanced_refusal,400,0.1332,0.13317500000000002
hh,nemotron,v3_base,47,eval_balanced_refusal,400,0.3113,0.31128750000000005
hh,nemotron,v3_base,48,eval_balanced_refusal,400,0.0671125,0.06268750000000001
hh,nemotron,v3_base,49,eval_balanced_refusal,400,0.0770625,0.07705000000000001
hh,nemotron,v3_base,50,eval_balanced_refusal,400,0.0841125,0.07801250000000001
hh,nemotron,v3_base,51,eval_balanced_refusal,400,0.07517499999999999,0.07477500000000001
hh,nemotron,v3_base,42,eval_daily_dilemmas,196,0.03430862140774677,0.03430862140774677
hh,nemotron,v3_base,43,eval_daily_dilemmas,196,0.04841732611411912,0.04841732611411912
hh,nemotron,v3_base,44,eval_daily_dilemmas,196,0.049354435651811746,0.049250312369845894
hh,nemotron,v3_base,45,eval_daily_dilemmas,196,0.1286963765097876,0.1286963765097876
hh,nemotron,v3_base,46,eval_daily_dilemmas,196,0.022490628904623083,0.022490628904623083
hh,nemotron,v3_base,47,eval_daily_dilemmas,196,0.11672219908371512,0.11672219908371512
hh,nemotron,v3_base,48,eval_daily_dilemmas,196,0.024104539775093713,0.023688046647230322
hh,nemotron,v3_base,49,eval_daily_dilemmas,196,0.09532486463973343,0.09537692628071637
hh,nemotron,v3_base,50,eval_daily_dilemmas,196,0.03014369012911288,0.027436484798000843
hh,nemotron,v3_base,51,eval_daily_dilemmas,196,0.025718450645564356,0.025718450645564356
hh,nemotron,v2_alone,42,eval_ai_dilemmas,136,0.24848615916955016,0.24848615916955016
hh,nemotron,v2_alone,43,eval_ai_dilemmas,136,0.22696799307958476,0.22696799307958476
hh,nemotron,v2_alone,44,eval_ai_dilemmas,136,0.17106401384083045,0.171280276816609
hh,nemotron,v2_alone,45,eval_ai_dilemmas,136,0.32882785467128023,0.32882785467128023
hh,nemotron,v2_alone,46,eval_ai_dilemmas,136,0.2594074394463668,0.2594074394463668
hh,nemotron,v2_alone,47,eval_ai_dilemmas,136,0.18555363321799306,0.1846885813148789
hh,nemotron,v2_alone,48,eval_ai_dilemmas,136,0.22448096885813149,0.22491349480968856
hh,nemotron,v2_alone,49,eval_ai_dilemmas,136,0.185121107266436,0.185121107266436
hh,nemotron,v2_alone,50,eval_ai_dilemmas,136,0.1623053633217993,0.16144031141868512
hh,nemotron,v2_alone,51,eval_ai_dilemmas,136,0.23150951557093424,0.23150951557093424
hh,nemotron,v2_alone,42,eval_ant_hh,134,0.3593227890398752,0.3593227890398752
hh,nemotron,v2_alone,43,eval_ant_hh,134,0.3691245266206282,0.36912452662062817
hh,nemotron,v2_alone,44,eval_ant_hh,134,0.3787034974381822,0.3787034974381822
hh,nemotron,v2_alone,45,eval_ant_hh,134,0.43963020717308976,0.43963020717308976
hh,nemotron,v2_alone,46,eval_ant_hh,134,0.29583426152818,0.29583426152818
hh,nemotron,v2_alone,47,eval_ant_hh,134,0.3558699042102918,0.3559812875918913
hh,nemotron,v2_alone,48,eval_ant_hh,134,0.3665627088438405,0.366451325462241
hh,nemotron,v2_alone,49,eval_ant_hh,134,0.3988638895076854,0.39897527288928486
hh,nemotron,v2_alone,50,eval_ant_hh,134,0.3609935397638672,0.3607707730006683
hh,nemotron,v2_alone,51,eval_ant_hh,134,0.34684785030073517,0.34684785030073517
hh,nemotron,v2_alone,42,eval_balanced_refusal,400,0.1641125,0.1640875
hh,nemotron,v2_alone,43,eval_balanced_refusal,400,0.3385125000000001,0.3385125
hh,nemotron,v2_alone,44,eval_balanced_refusal,400,0.21944999999999998,0.219825
hh,nemotron,v2_alone,45,eval_balanced_refusal,400,0.3159375,0.315925
hh,nemotron,v2_alone,46,eval_balanced_refusal,400,0.15863750000000001,0.1586375
hh,nemotron,v2_alone,47,eval_balanced_refusal,400,0.12605,0.1249125
hh,nemotron,v2_alone,48,eval_balanced_refusal,400,0.15581250000000002,0.1541875
hh,nemotron,v2_alone,49,eval_balanced_refusal,400,0.20343749999999997,0.2044875
hh,nemotron,v2_alone,50,eval_balanced_refusal,400,0.0852625,0.08065
hh,nemotron,v2_alone,51,eval_balanced_refusal,400,0.2600375,0.2601
hh,nemotron,v2_alone,42,eval_daily_dilemmas,196,0.11490004164931278,0.11490004164931278
hh,nemotron,v2_alone,43,eval_daily_dilemmas,196,0.11916909620991256,0.11911703456892962
hh,nemotron,v2_alone,44,eval_daily_dilemmas,196,0.029050395668471472,0.02972719700124948
hh,nemotron,v2_alone,45,eval_daily_dilemmas,196,0.12770720533111202,0.12770720533111202
hh,nemotron,v2_alone,46,eval_daily_dilemmas,196,0.027176176593086222,0.02717617659308622
hh,nemotron,v2_alone,47,eval_daily_dilemmas,196,0.01822157434402333,0.021189087880049987
hh,nemotron,v2_alone,48,eval_daily_dilemmas,196,0.02993544356518118,0.025354019158683884
hh,nemotron,v2_alone,49,eval_daily_dilemmas,196,0.04003540191586839,0.040139525197834244
hh,nemotron,v2_alone,50,eval_daily_dilemmas,196,0.015878800499791755,0.018950437317784258
hh,nemotron,v2_alone,51,eval_daily_dilemmas,196,0.07746772178259059,0.07746772178259059
hh,nemotron,v3only_alone,42,eval_ai_dilemmas,136,0.4736159169550173,0.4736159169550173
hh,nemotron,v3only_alone,43,eval_ai_dilemmas,136,0.4012759515570934,0.4012759515570934
hh,nemotron,v3only_alone,44,eval_ai_dilemmas,136,0.453719723183391,0.453719723183391
hh,nemotron,v3only_alone,45,eval_ai_dilemmas,136,0.35337370242214533,0.35337370242214533
hh,nemotron,v3only_alone,46,eval_ai_dilemmas,136,0.37683823529411764,0.37683823529411764
hh,nemotron,v3only_alone,47,eval_ai_dilemmas,136,0.3567257785467128,0.3567257785467128
hh,nemotron,v3only_alone,48,eval_ai_dilemmas,136,0.40030276816608995,0.40030276816608995
hh,nemotron,v3only_alone,49,eval_ai_dilemmas,136,0.4277681660899654,0.4277681660899654
hh,nemotron,v3only_alone,50,eval_ai_dilemmas,136,0.4111159169550173,0.4111159169550173
hh,nemotron,v3only_alone,51,eval_ai_dilemmas,136,0.4538278546712803,0.4538278546712803
hh,nemotron,v3only_alone,42,eval_ant_hh,134,0.5013366005791936,0.5013366005791936
hh,nemotron,v3only_alone,43,eval_ant_hh,134,0.4913120962352417,0.4913120962352417
hh,nemotron,v3only_alone,44,eval_ant_hh,134,0.5070171530407663,0.5070171530407663
hh,nemotron,v3only_alone,45,eval_ant_hh,134,0.5092448206727557,0.5092448206727557
hh,nemotron,v3only_alone,46,eval_ant_hh,134,0.4955446647360213,0.4955446647360213
hh,nemotron,v3only_alone,47,eval_ant_hh,134,0.5301848964134551,0.5301848964134551
hh,nemotron,v3only_alone,48,eval_ant_hh,134,0.47193138783693467,0.47193138783693467
hh,nemotron,v3only_alone,49,eval_ant_hh,134,0.49810648251280915,0.49810648251280915
